"Bucket","Area","ID","ItemType","Title","Priority","Milestone","Status","XBrowser_Current","XBrowser_Task","Suggested_Files","DependsOn","Done_Criteria","Test_Steps","SourceCsv","SourceKind"
"developed","Core","NEXT-V5-011","Interaction","缩放配置单测：序列化与回读","P2","M15","done","TestAppSettings 未覆盖缩放相关字段","扩展 TestAppSettings 覆盖 defaultZoom/rememberZoomPerSite/zoomMap 的保存与回读并校验边界值","tests/TestAppSettings.cpp; src/core/AppSettings.*","NEXT-V5-003","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Core/Polyfill","ZEN-220","Feature",":has 选择器观察与属性桥","P2","M3","done","未实现","在 XBrowser：用 QML States/Bindings/Connections 实现等价的状态派生与样式切换","ui/qml/components/*","ZEN-140","UI 状态派生清晰（popup open/hover/focus）且不靠到处写 if","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Core/Tabs","INT-010","Interaction","真正的“切换 tab 不重载”：为每个 tab 维护独立 WebView2 实例（或池化）","P0","M2","done","当前切换 tab 会 navigate 到 url，页面状态丢失且切换慢。","引入 TabWebContents/TabViewPool：每个 tab 绑定一个 WebView2 controller；active 时显示，inactive 时隐藏/冻结；为多 tab 做基础。","src/engine/webview2/*; src/core/TabModel.*; ui/qml/BrowserWindow.qml","","切换 tab 不触发 reload；页面滚动位置/表单状态保留（至少在同一进程生命周期内）。","打开页面滚动到中间 -> 切到其他 tab -> 切回：滚动位置仍在","logs/zen_browser_interaction_plan.csv","logs"
"developed","Core/Tabs","INT-011","Interaction","TabModel 扩展：记录 favicon/音频/加载/最后激活时间等状态","P1","M2","done","TabModel 仅存 url/title/essential/groupId；UI 难以做细节。","为 TabModel 增加可选 state role（faviconUrl、isLoading、isAudioPlaying、isMuted、lastActivatedMs 等），先从 active tab 回填。","src/core/TabModel.*; src/engine/webview2/WebView2View.*","INT-010","QML 可直接绑定这些状态；状态更新不会卡 UI。","播放音频 -> TabModel 对应条目 isAudioPlaying=true","logs/zen_browser_interaction_plan.csv","logs"
"developed","Core/UI","ZEN-031","Feature","UI 总控与垂直标签管理器","MVP","M1","done","已实现(基础)","在 XBrowser：拆分 SidebarController + LayoutController，避免单文件过大但保留统一入口","(建议新增) src/core/LayoutController.*; ui/qml/components/Sidebar.qml","ZEN-011","侧边栏与地址栏布局状态切换可控，且逻辑不散落在多个无关组件","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Core/UI","NEXT-V5-074","Interaction","启动失败：MenuBar 类型冲突导致 visible 不存在","P0","M15","done","Qt.labs.platform 导致 MenuBar 解析为平台类型且无 visible 属性","为 Qt.labs.platform 设置 alias 仅用于 FileDialog；确保 MenuBar/Menu/MenuItem 使用 QtQuick.Controls","ui/qml/BrowserWindow.qml","","启动不再报 Main.qml/BrowserWindow.qml 错误且菜单栏可按设置显示/隐藏","启动应用->进入主界面；Settings->Show menu bar 开关可隐藏/显示菜单栏；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Core/UI","DEV-UI-001","Interaction","LayoutController：集中布局状态（对齐 Zen UIManager）","P1","M9","done","布局状态逻辑（showTopBar/showSidebar/sidebarIconOnly）散落在 BrowserWindow.qml","新增 LayoutController(QObject)：绑定 AppSettings + UI transient flags（hover/compactEdge/popupContext/focus）；QML 用 layoutController.showTopBar/showSidebar/sidebarIconOnly","src/core/LayoutController.*; src/app/main.cpp; ui/qml/BrowserWindow.qml","","逻辑从 QML 收敛到 LayoutController 且行为不回归；切换 compactMode/hover/omnibox popup 时 showTopBar/showSidebar 按预期","开启 compactMode->靠近顶部/左侧边缘 hover：TopBar/Sidebar 按预期显示/隐藏；打开侧栏工具 popup 时 Sidebar 不应被 compactMode 自动隐藏；运行 ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Core/UI","DEV-UI-004","Interaction","单工具栏模式（地址栏移入侧栏）","P1","M9","done","当前地址栏仅在顶部 ToolBar；开启 compactMode/隐藏顶部后缺少等价侧栏地址入口","新增 AppSettings.useSingleToolbar；singleToolbar 启用时顶栏保持最小（仅菜单/窗口按钮），侧栏顶部提供地址栏（含 omnibox popup）；focus-address 路由到当前地址栏","src/core/AppSettings.*; src/core/LayoutController.*; ui/qml/BrowserWindow.qml; ui/qml/components/SettingsDialog.qml","DEV-UI-001","开启 useSingleToolbar 后可在侧栏地址栏输入并导航；compactMode 下 Ctrl+L 可唤起侧栏地址栏；关闭侧栏时自动回退到顶部地址栏","开启 Settings->Appearance->Use single toolbar；在侧栏地址栏输入 example.com 回车；开启 compactMode 后鼠标不靠近侧栏按 Ctrl+L：侧栏出现并聚焦地址栏；Toggle Sidebar 关闭侧栏后 Ctrl+L 聚焦顶部地址栏；运行 ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Core/UI","ZEN-032","Feature","Toast 系统","P1","M2","done","已实现(基础)","在 XBrowser：实现 ToastHost + API（showToast(text,action,timeout)）","ui/qml/components/ToastHost.qml; (建议新增) src/core/ToastController.*","ZEN-015","toast 支持可选按钮动作与超时消失","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Core/UI","DEV-UI-002","Interaction","LayoutController 单测","P2","M9","done","暂无 LayoutController 自动化覆盖","新增 TestLayoutController 覆盖 showTopBar/showSidebar/sidebarIconOnly 关键组合与 settings 变更联动","src/core/LayoutController.*; tests/TestLayoutController.cpp; tests/CMakeLists.txt","DEV-UI-001","ctest 包含 layout controller 用例且通过","cmake --build build --config Debug；ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Core/UI","DEV-UI-014","Interaction","LayoutController：FindBar context 单测覆盖","P2","M12","done","TestLayoutController 未覆盖 toolWindowManagerContext","扩展 TestLayoutController：compactMode 下 toolWindowManagerContext=find-bar 时 showTopBar=true","tests/TestLayoutController.cpp; src/core/LayoutController.*","DEV-UI-013","ctest 覆盖 find-bar 场景且通过","cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Core/UI","DEV-UI-017","Interaction","LayoutController：边界条件与上下文覆盖增强","P2","M13","done","TestLayoutController 未覆盖 addressBarVisible=false 与 singleToolbar+sidebarExpanded=false 等边界","扩展 TestLayoutController 覆盖：addressBarVisible=false 时 showTopBar=false；singleToolbar 开启但侧栏不可用时 showTopBar=true；unknown context 不影响","tests/TestLayoutController.cpp; src/core/LayoutController.*","DEV-UI-014","新增边界场景单测覆盖且 ctest 通过","cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developing","Core/UI","NEXT-V5-054","Interaction","自定义相关单测：theme/workspace/sidebar buttons","P2","M20","todo","单测未覆盖新字段","扩展现有单测覆盖 themeAccent/themeRadius/workspaceAccent/sidebarButtons 的保存与回读","tests/TestThemeSystem.cpp; tests/TestWorkspaceModel.cpp; tests/TestAppSettings.cpp","NEXT-V5-049","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Data","NEXT-V4-002","Interaction","书签(Bookmarks)基础能力(增删查)","P0","M5","done","暂无书签数据层与UI。","新增 BookmarkStore(+JSON/SQLite) 与 BookmarksPanel：支持添加/删除/搜索/打开；地址栏提供“⭐”按钮。","src/core/BookmarksStore.* (new); ui/qml/components/BookmarksPanel.qml (new); ui/qml/BrowserWindow.qml","NEXT-V4-001","可收藏当前页并在书签面板中搜索/打开/删除。","收藏当前页 -> 关闭/重启 -> 书签仍在 -> 搜索并打开","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Data","NEXT-V4-003","Interaction","历史(History)记录+查看+清理","P0","M5","done","暂无历史数据层与UI；仅在无历史时 toast “No history”。","监听导航提交事件写入 HistoryStore；提供 HistoryPanel/HistoryPage；支持按天分组与清理。","src/core/HistoryStore.* (new); src/engine/webview2/WebView2View.*; ui/qml/components/HistoryPanel.qml (new)","NEXT-V4-001","能看到历史列表(含title/url/time)并可清理指定时间范围。","访问3个站点 -> 打开历史面板 -> 显示3条 -> 清理今天 -> 列表为空","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Data","NEXT-V5-022","Interaction","书签：引入文件夹层级与排序","P0","M17","todo","BookmarksStore 仅支持扁平列表（无 folder）","扩展 BookmarksStore schema：itemType(bookmark/folder)；parentId；order；提供 createFolder/rename/move/reorder；迁移旧数据","src/core/BookmarksStore.*; src/core/BookmarksFilterModel.*; tests/TestBookmarksStore.cpp","","可创建文件夹并把书签移动进去且重启后结构保持","收藏2个书签->创建文件夹->移动其中一个->重启->结构保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Data","NEXT-V5-015","Interaction","清理本地数据：History/Downloads/Permissions 统一清理","P1","M16","todo","各 store 独立且缺少统一清理 API","HistoryStore 增加 clearRange；DownloadModel 增加 clearAll/clearCompleted；SitePermissionsStore 增加 resetAll；ClearDataDialog 根据选项调用对应 API","src/core/HistoryStore.*; src/core/DownloadModel.*; src/core/SitePermissionsStore.*; ui/qml/components/ClearDataDialog.qml","NEXT-V5-013","选择清理历史/下载/权限后对应面板立即为空且重启不恢复","产生历史+下载+权限记录->清理所选类型->打开面板确认为空->重启确认仍为空；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Data","NEXT-V5-020","Interaction","清理相关单测：History clearRange 与 Permissions resetAll","P1","M16","todo","现有单测未覆盖批量清理 API","扩展 TestHistoryStore/TestSitePermissionsStore 覆盖 clearRange/resetAll 与时间边界；确保 ctest 通过","tests/TestHistoryStore.cpp; tests/TestSitePermissionsStore.cpp; src/core/HistoryStore.*; src/core/SitePermissionsStore.*","NEXT-V5-015","新增用例覆盖且 ctest 通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Data","NEXT-V5-027","Interaction","书签单测：folder/move/import/export","P1","M17","todo","TestBookmarksStore 覆盖不足","扩展 TestBookmarksStore 覆盖：folder create/rename/move；reorder；HTML import/export；错误场景","tests/TestBookmarksStore.cpp; src/core/BookmarksStore.*","NEXT-V5-025","新增用例覆盖且 ctest 通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Data","NEXT-V5-028","Interaction","历史：按域名/时间过滤与导出 CSV","P1","M17","todo","HistoryStore 缺少导出与批量删除","HistoryStore 增加 query(domain,range,limit)；exportToCsv(path,range)；支持删除单条与按域名批量删除","src/core/HistoryStore.*; tests/TestHistoryStore.cpp","","可导出 CSV 且包含 title/url/time 且删除 API 生效","运行单测覆盖导出与删除；手动访问3站点后在 HistoryPanel 验证删除生效；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Data","NEXT-V5-030","Interaction","历史单测：query/export/delete","P1","M17","todo","TestHistoryStore 未覆盖导出与批量删除","扩展 TestHistoryStore：覆盖 query domain/range；exportToCsv 输出内容；deleteByDomain 与 deleteEntry","tests/TestHistoryStore.cpp; src/core/HistoryStore.*","NEXT-V5-028","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Data","NEXT-V5-025","Interaction","书签导入导出：HTML（Netscape Bookmark File）","P2","M17","todo","无导入导出能力","BookmarksStore 实现 exportToHtml/importFromHtml；支持 folder；解析常见 HTML；单测覆盖 roundtrip 与错误处理","src/core/BookmarksStore.*; tests/TestBookmarksStore.cpp","NEXT-V5-022","TestBookmarksStore 覆盖 import/export roundtrip 且 ctest 通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","DnD","NEXT-V5-024","Interaction","书签拖拽：排序与移动到文件夹","P1","M17","todo","书签列表不支持拖拽","BookmarksPanel 增加 Drag/Drop：同级 reorder；拖到 folder 进入；拖出返回根；更新 BookmarksStore 并持久化","ui/qml/components/BookmarksPanel.qml; src/core/BookmarksStore.*","NEXT-V5-022","拖拽可改变顺序与父文件夹且重启后保持","新建3个书签->拖拽调整顺序->拖到文件夹->重启->顺序与层级保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","DnD","ZEN-150","Feature","Tab/Workspace 拖拽行为","P2","M3","done","部分实现","在 XBrowser：实现 tab 拖拽重排、拖拽到工作区切换/移动（先做重排）","ui/qml/components/TabList.qml; src/core/TabModel.*","ZEN-050","支持拖拽重排 tab，且不破坏激活状态","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","DnD","ZEN-151","Feature","拖拽原生服务","P4","M5","done","已记录(不做原生服务)","已记录：XBrowser 当前用 QML 完成应用内拖拽(排序/分屏)，不做 OS 级拖拽服务；需要时再补 Windows-native bridge。","docs/ZEN_COMPAT.md; ui/qml/BrowserWindow.qml","ZEN-150","明确哪些拖拽能力由 QML 自带，哪些需要原生层补足","打开 docs/ZEN_COMPAT.md 的 ZEN-151 小节","logs/zen_browser_feature_impl_plan.csv","logs"
"developing","Downloads","NEXT-V5-032","Interaction","下载持久化：跨重启保留列表与状态","P1","M18","todo","DownloadModel 仅内存态且重启丢失","设计 downloads.json schema（id/url/path/state/bytes/finishedAt）；DownloadModel load/save；预留 version 便于迁移","src/core/DownloadModel.*; src/core/AppPaths.*; tests/TestDownloadModel.cpp","","重启后下载列表仍在且已完成项状态正确","完成一个下载->关闭/重启->打开下载面板->仍可见且可 open folder；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Downloads","NEXT-V5-034","Interaction","下载动作补齐：Pause/Resume/Cancel/Open/Open Folder/Copy URL","P1","M18","todo","下载项动作不完整","DownloadModel 增加对应 invokable；DownloadsDialog 增加按钮与右键菜单；失败显示原因与重试","src/core/DownloadModel.*; ui/qml/components/DownloadsDialog.qml; ui/qml/components/ContextMenu.qml","NEXT-V5-032","下载项可暂停/继续/取消且 Open/Open Folder 可用","开始一个大文件下载->暂停->继续->完成->Open Folder；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Downloads","NEXT-V5-037","Interaction","下载持久化单测与回归","P1","M18","todo","TestDownloadModel 未覆盖 save/load","扩展 TestDownloadModel 覆盖：保存后回读；completed/failed 状态；清理 completed；schema version","tests/TestDownloadModel.cpp; src/core/DownloadModel.*","NEXT-V5-032","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Downloads","INT-025","Interaction","下载入口：工具栏图标 + badge + 非模态面板","P2","M2","done","当前用菜单打开 DownloadsDialog（模态）。","在工具栏增加下载按钮；显示 activeCount badge；点击打开非模态 panel（可复用 DownloadsDialog 内容）。","ui/qml/BrowserWindow.qml; ui/qml/components/DownloadsDialog.qml; src/core/DownloadModel.*","","下载状态可快速可见；无需模态 Dialog 也能查看/打开文件。","触发下载 -> 图标出现 badge -> 点击打开面板 -> 可 Open/Folder","logs/zen_browser_interaction_plan.csv","logs"
"developed","Downloads","INT-026","Interaction","下载完成 Toast：提供“打开文件/打开文件夹”动作按钮","P2","M2","done","当前 toast 仅显示文案，无 action。","在 downloadFinished 时调用 toast.showToast(message, actionLabel, actionCommand)；新增命令 open-download-file/open-download-folder。","ui/qml/BrowserWindow.qml; src/app/main.cpp; src/core/ToastController.*; src/core/DownloadModel.*","","下载完成 toast 可点击动作直接打开。","完成下载 -> toast 显示 Open -> 点击 -> 文件打开","logs/zen_browser_interaction_plan.csv","logs"
"developing","Downloads","NEXT-V5-033","Interaction","下载面板增强：分组/搜索/批量清理","P2","M18","todo","DownloadsDialog 信息密度与操作不足","DownloadsDialog 增加分组（In progress/Completed/Failed）；搜索；批量清理 completed；显示速度/ETA（可选）","ui/qml/components/DownloadsDialog.qml; src/core/DownloadModel.*","NEXT-V5-032","可搜索下载项并一键清理 completed 且不影响进行中","产生>=3条下载（至少1完成）->打开下载面板->搜索->清理 completed->仅进行中保留；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Downloads","ZEN-110","Feature","下载动画组件","P3","M4","done","部分实现","在 XBrowser：可选实现下载进度动效（先做下载列表，再做动效）","ui/qml/components/Downloads/* (待建)","","下载开始/完成/失败有可见反馈","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","DX","INT-V2-005","Interaction","提供多种“打开浏览器”方式并保持一致","P1","M1","done","此前运行方式分散且遇到缺依赖难定位。","补充脚本与文档：run/deploy 脚本优先使用已部署运行时，并提供 VS/CMake/脚本多入口。","scripts/run.ps1; scripts/run.cmd; scripts/deploy.ps1; scripts/deploy.cmd; README.md","","至少提供 3 种可复现的启动方式，并在 README 给出推荐流程。","按 README 的 3 种方式分别启动一次","logs/zen_browser_interaction_plan_v2.csv","logs"
"developing","DX","NEXT-V5-056","Interaction","一键自检脚本：build+ctest（Debug）","P2","M21","todo","测试命令分散且新贡献者易漏跑","新增 scripts/check.ps1：cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure；失败返回非0；更新 docs/RUNNING.md","scripts/check.ps1 (new); docs/RUNNING.md","","运行 scripts/check.ps1 可完成 build+ctest 且失败会中止","powershell -NoProfile -ExecutionPolicy Bypass -File scripts/check.ps1","developing/zen_browser_next_plan_v5.csv","developing"
"developed","DX/Running","INT-V3-005","Interaction","整理并固化“打开浏览器”的多入口方式 + Qt 运行时缺失的一劳永逸方案","P0","M4","done","已有 dev/run/deploy 脚本与文档，但部署判定可更稳且 deploy 可更强制。","run.ps1 部署判定更严格(qwindows + qml)；deploy.ps1 默认加 --force/--no-translations；CMake POST_BUILD windeployqt 加 --force；更新 docs/RUNNING.md。","scripts/run.ps1; scripts/deploy.ps1; src/CMakeLists.txt; docs/RUNNING.md","","未设置 PATH 也能通过已部署输出目录直接运行；run.cmd 可自动修复缺 DLL/插件；文档列出的方式可复现。","删除 build\\Debug\\platforms 后运行 scripts\\run.cmd -> 自动 deploy 并能启动","logs/zen_browser_interaction_plan_v3.csv","logs"
"developed","Emoji","ZEN-130","Feature","Emoji Picker 面板","P4","M5","done","已实现(基础)","在 XBrowser：可选实现 emoji 选择器（系统面板或内置）","ui/qml/components/EmojiPicker.qml (待建)","","可从 UI 打开 emoji 选择并插入到输入框","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Essentials","INT-015","Interaction","Essentials 区在侧栏收起时切换为“仅图标”并提供 tooltip","P3","M3","done","当前 Essentials 仍显示文本，侧栏窄时拥挤。","当 sidebarWidth 小于阈值时：Essentials/Tab 项改为图标优先；title 通过 tooltip 展示。","ui/qml/BrowserWindow.qml; src/core/AppSettings.*","","侧栏窄态时信息仍可读（tooltip）；视觉更像 Zen。","把侧栏拖到很窄 -> tab 文本自动隐藏 -> hover 仍能看到完整标题","logs/zen_browser_interaction_plan.csv","logs"
"developed","Extensions","INT-V3-003","Interaction","扩展入口更深：工具栏图标右键/更多动作/弹窗更接近浏览器扩展体验","P1","M4","done","已具备扩展面板/弹窗与 pinned 图标点击打开 popup。","Pinned 扩展图标支持右键菜单：Open/Options/Pin/Unpin/Enable/Disable/Remove/Manage；disabled 仍显示(淡化)以便快速启用。","ui/qml/BrowserWindow.qml; ui/qml/components/ContextMenu.qml","","右键扩展图标可完成常用动作；popup/菜单不被 WebView2 遮挡；Options/Manage 打开正确。","安装 unpacked extension -> pin -> 右键图标 -> Disable/Enable/Options/Manage 均可用","logs/zen_browser_interaction_plan_v3.csv","logs"
"developed","Extensions","NEXT-V4-009","Interaction","扩展管理页(权限/详情/更新提示)","P1","M6","done","已有扩展列表/启用禁用/固定/弹窗入口，但缺少“详情页/权限信息/更新提示”。","扩展管理页增加详情抽屉：permissions/host permissions(可先展示元信息)；支持检查更新(若WebView2支持)。","ui/qml/components/ExtensionsDialog.qml; src/engine/webview2/BrowserExtensionsModel.*","","扩展列表可打开详情视图并展示至少：id/name/version/enabled/pinned。","安装扩展->打开详情->信息完整；禁用/启用可即时反映","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Extensions","NEXT-V5-065","Interaction","扩展工具栏溢出：pinned 超出时收纳到 overflow menu","P2","M22","todo","pinned 扩展过多可能挤压布局或不可达","在 toolbar 增加 overflow 按钮；超过宽度的 pinned icons 放入菜单；支持点击打开 popup；保持顺序","ui/qml/BrowserWindow.qml; ui/qml/components/ExtensionsDialog.qml","","安装并固定多个扩展后出现 overflow 且所有扩展可点击打开","固定>=10个扩展->出现 overflow->点击菜单项打开对应 popup；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Extensions","NEXT-V5-066","Interaction","扩展 Site Access 展示：host permissions 可读且有基本提示","P2","M22","todo","扩展详情信息不完整","ExtensionsDialog 详情抽屉增加 permissions/host permissions 展示；对 <all_urls> 做醒目提示；支持复制","ui/qml/components/ExtensionsDialog.qml; src/core/ExtensionsStore.*; src/engine/webview2/BrowserExtensionsModel.*","","打开扩展详情可看到 host permissions 且 <all_urls> 有提示","安装一个有 host permissions 的扩展->打开详情->信息完整；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Extensions","NEXT-V5-068","Interaction","扩展相关单测：overflow 逻辑与权限展示","P2","M22","todo","缺少扩展新增逻辑的单测","追加 QtTest：ExtensionsStore 解析 host permissions；overflow 计算逻辑可单测（提取到 helper）；ctest 通过","tests/TestExtensionsStore.cpp; src/core/ExtensionsStore.*","NEXT-V5-066","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
